study_accession	experiment_accession	experiment_title	fastq_ftp	submitted_ftp	sample_title
PRJNA392905	SRX2978995	NextSeq 500 sequencing; GSM2692316: MPP3.48+.BM#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799528/SRR5799528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799528/SRR5799528_2.fastq.gz		MPP3.48+.BM#1
PRJNA392905	SRX2978996	NextSeq 500 sequencing; GSM2692317: MF.PC#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799529/SRR5799529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799529/SRR5799529_2.fastq.gz		MF.PC#2
PRJNA392905	SRX2978997	NextSeq 500 sequencing; GSM2692318: MPP4.135+.BM#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799530/SRR5799530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799530/SRR5799530_2.fastq.gz		MPP4.135+.BM#1
PRJNA392905	SRX2978998	NextSeq 500 sequencing; GSM2692319: MF.Fem.PC#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799531/SRR5799531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799531/SRR5799531_2.fastq.gz		MF.Fem.PC#1
PRJNA392905	SRX2978999	NextSeq 500 sequencing; GSM2692320: MF.PC#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799532/SRR5799532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799532/SRR5799532_2.fastq.gz		MF.PC#1
PRJNA392905	SRX2979000	NextSeq 500 sequencing; GSM2692321: proB.CLP.BM#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799533/SRR5799533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799533/SRR5799533_2.fastq.gz		proB.CLP.BM#1
PRJNA392905	SRX2979001	NextSeq 500 sequencing; GSM2692322: T.4.Nve.Fem.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799534/SRR5799534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799534/SRR5799534_2.fastq.gz		T.4.Nve.Fem.Sp#1
PRJNA392905	SRX2979002	NextSeq 500 sequencing; GSM2692323: T.4.Nve.Fem.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799535/SRR5799535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799535/SRR5799535_2.fastq.gz		T.4.Nve.Fem.Sp#2
PRJNA392905	SRX2979003	NextSeq 500 sequencing; GSM2692324: MF.Fem.PC#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799536/SRR5799536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799536/SRR5799536_2.fastq.gz		MF.Fem.PC#2
PRJNA392905	SRX2979004	NextSeq 500 sequencing; GSM2692325: LTHSC.34+.BM#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799537/SRR5799537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799537/SRR5799537_2.fastq.gz		LTHSC.34+.BM#1
PRJNA392905	SRX2979005	NextSeq 500 sequencing; GSM2692326: LTHSC.34-.BM#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799538/SRR5799538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799538/SRR5799538_2.fastq.gz		LTHSC.34-.BM#1
PRJNA392905	SRX2979006	NextSeq 500 sequencing; GSM2692327: STHSC.150-.BM#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799539/SRR5799539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799539/SRR5799539_2.fastq.gz		STHSC.150-.BM#1
PRJNA392905	SRX2979007	NextSeq 500 sequencing; GSM2692328: MF.microglia.CNS#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799540/SRR5799540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799540/SRR5799540_2.fastq.gz		MF.microglia.CNS#2
PRJNA392905	SRX2979008	NextSeq 500 sequencing; GSM2692329: Mo.6C+II-.Bl#3; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799541/SRR5799541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799541/SRR5799541_2.fastq.gz		Mo.6C+II-.Bl#3
PRJNA392905	SRX2979009	NextSeq 500 sequencing; GSM2692330: Mo.6C-II-.Bl#3; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799542/SRR5799542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799542/SRR5799542_2.fastq.gz		Mo.6C-II-.Bl#3
PRJNA392905	SRX2979010	NextSeq 500 sequencing; GSM2692331: MF.ICAM+480hi.PC#3; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799543/SRR5799543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799543/SRR5799543_2.fastq.gz		MF.ICAM+480hi.PC#3
PRJNA392905	SRX2979011	NextSeq 500 sequencing; GSM2692332: MF.ICAM+480hi.PC#4; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799544/SRR5799544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799544/SRR5799544_2.fastq.gz		MF.ICAM+480hi.PC#4
PRJNA392905	SRX2979012	NextSeq 500 sequencing; GSM2692333: preT.DN3.Th#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799545/SRR5799545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799545/SRR5799545_2.fastq.gz		preT.DN3.Th#2
PRJNA392905	SRX2979013	NextSeq 500 sequencing; GSM2692334: T.DP.Th#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799546/SRR5799546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799546/SRR5799546_2.fastq.gz		T.DP.Th#1
PRJNA392905	SRX2979014	NextSeq 500 sequencing; GSM2692335: T.DP.Th#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799547/SRR5799547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799547/SRR5799547_2.fastq.gz		T.DP.Th#2
PRJNA392905	SRX2979015	NextSeq 500 sequencing; GSM2692336: GN.Thio.PC#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799548/SRR5799548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799548/SRR5799548_2.fastq.gz		GN.Thio.PC#2
PRJNA392905	SRX2979016	NextSeq 500 sequencing; GSM2692337: GN.Thio.PC#3; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799549/SRR5799549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799549/SRR5799549_2.fastq.gz		GN.Thio.PC#3
PRJNA392905	SRX2979017	NextSeq 500 sequencing; GSM2692338: FRC.CD140a+.Madcam-.CD35-.SLN#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799550/SRR5799550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799550/SRR5799550_2.fastq.gz		FRC.CD140a+.Madcam-.CD35-.SLN#2
PRJNA392905	SRX2979018	NextSeq 500 sequencing; GSM2692339: DC.8+.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799551/SRR5799551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799551/SRR5799551_2.fastq.gz		DC.8+.Sp#2
PRJNA392905	SRX2979019	NextSeq 500 sequencing; GSM2692340: BEC.SLN#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799552/SRR5799552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799552/SRR5799552_2.fastq.gz		BEC.SLN#2
PRJNA392905	SRX2979020	NextSeq 500 sequencing; GSM2692341: DC.pDC.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799553/SRR5799553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799553/SRR5799553_2.fastq.gz		DC.pDC.Sp#2
PRJNA392905	SRX2979021	NextSeq 500 sequencing; GSM2692342: Tgd.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799554/SRR5799554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799554/SRR5799554_2.fastq.gz		Tgd.Sp#2
PRJNA392905	SRX2979022	NextSeq 500 sequencing; GSM2692343: T.8.Nve.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799555/SRR5799555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799555/SRR5799555_2.fastq.gz		T.8.Nve.Sp#2
PRJNA392905	SRX2979023	NextSeq 500 sequencing; GSM2692344: B.PB.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799556/SRR5799556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799556/SRR5799556_2.fastq.gz		B.PB.Sp#2
PRJNA392905	SRX2979024	NextSeq 500 sequencing; GSM2692345: B.PC.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799557/SRR5799557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799557/SRR5799557_2.fastq.gz		B.PC.Sp#2
PRJNA392905	SRX2979025	NextSeq 500 sequencing; GSM2692346: Treg.4.25hi.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799558/SRR5799558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799558/SRR5799558_2.fastq.gz		Treg.4.25hi.Sp#1
PRJNA392905	SRX2979026	NextSeq 500 sequencing; GSM2692347: Treg.4.25hi.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799559/SRR5799559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799559/SRR5799559_2.fastq.gz		Treg.4.25hi.Sp#2
PRJNA392905	SRX2979027	NextSeq 500 sequencing; GSM2692348: B.Fem.Sp#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799560/SRR5799560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799560/SRR5799560_2.fastq.gz		B.Fem.Sp#1
PRJNA392905	SRX2979028	NextSeq 500 sequencing; GSM2692349: B.Fem.Sp#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799561/SRR5799561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799561/SRR5799561_2.fastq.gz		B.Fem.Sp#2
PRJNA392905	SRX5006269	NextSeq 500 sequencing; GSM3467409: T.DP.Th.Rorc(γt)+/GFP#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/003/SRR8186433/SRR8186433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/003/SRR8186433/SRR8186433_2.fastq.gz		T.DP.Th.Rorc(γt)+/GFP#1
PRJNA392905	SRX5006270	NextSeq 500 sequencing; GSM3467410: T.DP.Th.Rorc(γt)+/GFP#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/004/SRR8186434/SRR8186434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/004/SRR8186434/SRR8186434_2.fastq.gz		T.DP.Th.Rorc(γt)+/GFP#2
PRJNA392905	SRX5006271	NextSeq 500 sequencing; GSM3467411: T.DP.Th.Rorc(γt)GFP/GFP#1; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/005/SRR8186435/SRR8186435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/005/SRR8186435/SRR8186435_2.fastq.gz		T.DP.Th.Rorc(γt)GFP/GFP#1
PRJNA392905	SRX5006272	NextSeq 500 sequencing; GSM3467412: T.DP.Th.Rorc(γt)GFP/GFP#2; Mus musculus; ATAC-seq	ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/006/SRR8186436/SRR8186436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/006/SRR8186436/SRR8186436_2.fastq.gz		T.DP.Th.Rorc(γt)GFP/GFP#2
